paper_id,class_id,is_train
0,0,0
1,0,1
2,1,1
3,1,0
4,1,1
5,1,1
6,2,0
7,1,1
8,3,0
9,1,0
10,4,0
11,5,1
12,5,0
13,0,0
14,6,0
15,6,0
16,4,0
17,4,1
18,4,0
19,4,0
20,0,1
21,0,0
22,0,1
23,1,0
24,3,0
25,6,0
26,1,0
27,2,0
28,6,0
29,6,1
30,4,1
31,0,0
32,0,0
33,5,1
34,3,0
35,0,1
36,5,0
37,4,1
38,4,1
39,4,1
40,4,1
41,4,1
42,4,0
43,4,0
44,5,0
45,2,1
46,2,0
47,3,0
48,2,0
49,2,0
50,6,1
51,6,1
52,6,0
53,6,1
54,6,0
55,6,1
56,6,0
57,4,1
58,4,0
59,4,0
60,4,0
61,4,1
62,4,1
63,5,1
64,5,1
65,5,0
66,2,1
67,3,0
68,6,1
69,4,1
70,2,0
71,6,0
72,2,1
73,2,0
74,5,0
75,5,0
76,2,1
77,5,1
78,2,0
79,2,0
80,4,1
81,4,1
82,4,1
83,5,0
84,5,0
85,5,1
86,3,0
87,1,1
88,2,1
89,3,1
90,2,1
91,2,0
92,4,0
93,0,0
94,2,0
95,2,0
96,4,0
97,4,0
98,4,1
99,4,1
100,5,0
101,6,0
102,6,1
103,6,0
104,6,0
105,4,1
106,6,0
107,4,1
108,0,0
109,2,1
110,6,0
111,1,0
112,1,1
113,1,0
114,1,1
115,1,0
116,1,0
117,1,1
118,1,1
119,1,0
120,1,1
121,1,0
122,1,1
123,1,1
124,1,1
125,1,1
126,1,1
127,1,1
128,2,1
129,2,0
130,4,0
131,4,0
132,4,1
133,4,1
134,4,1
135,1,0
136,1,1
137,2,0
138,3,1
139,2,0
140,4,1
141,2,1
142,6,1
143,2,1
144,6,0
145,5,0
146,5,1
147,5,0
148,6,1
149,6,0
150,5,0
151,3,1
152,3,1
153,6,0
154,3,1
155,3,0
156,3,1
157,6,1
158,5,0
159,6,0
160,1,0
161,6,1
162,6,1
163,6,0
164,6,0
165,1,0
166,1,0
167,1,0
168,6,1
169,6,0
170,4,1
171,2,1
172,1,0
173,2,0
174,6,0
175,3,1
176,3,0
177,6,0
178,6,0
179,3,0
180,2,1
181,2,0
182,3,0
183,3,0
184,4,1
185,4,0
186,0,1
187,1,1
188,0,1
189,0,1
190,1,0
191,2,1
192,2,1
193,3,0
194,5,1
195,0,0
196,4,0
197,2,1
198,2,0
199,2,1
200,2,0
201,4,1
202,2,0
203,4,1
204,4,0
205,6,0
206,2,0
207,4,0
208,4,1
209,6,0
210,5,1
211,3,1
212,3,1
213,2,0
214,3,1
215,2,0
216,2,0
217,2,1
218,2,0
219,2,0
220,2,1
221,2,0
222,2,1
223,2,0
224,2,1
225,2,0
226,2,1
227,2,0
228,2,0
229,2,0
230,2,0
231,2,1
232,6,0
233,6,1
234,6,0
235,6,0
236,2,1
237,6,0
238,6,0
239,0,1
240,0,0
241,6,1
242,6,0
243,5,0
244,2,0
245,3,1
246,6,0
247,1,1
248,1,1
249,1,0
250,1,0
251,6,0
252,1,0
253,5,0
254,6,0
255,6,0
256,6,0
257,6,1
258,6,1
259,3,1
260,6,1
261,1,0
262,1,1
263,1,1
264,1,1
265,2,0
266,0,0
267,6,1
268,5,1
269,5,0
270,5,0
271,5,0
272,5,1
273,4,0
274,4,1
275,6,1
276,2,1
277,2,1
278,6,0
279,2,0
280,2,0
281,0,0
282,4,1
283,4,0
284,5,0
285,5,0
286,5,0
287,6,0
288,6,0
289,6,1
290,6,1
291,6,1
292,6,0
293,6,1
294,6,0
295,5,1
296,5,1
297,1,1
298,1,0
299,5,1
300,6,1
301,1,0
302,0,1
303,1,0
304,4,0
305,0,1
306,1,1
307,4,1
